ClassId,TR,EN
2693,WORLD,WORLD
2694,WORM,WORM
2695,WORRY,WORRY
2696,WORSE,WORSE
2697,WOW,WOW
2698,WRAP,WRAP
2699,WRAPUP1,WRAPUP1
2700,WRAPUP2,WRAPUP2
2701,WRESTLE,WRESTLE
2702,WRING,WRING
2703,WRISTWATCH1,WRISTWATCH1
2704,WRISTWATCH2,WRISTWATCH2
2705,WRISTWATCH3,WRISTWATCH3
2706,WRITE,WRITE
2707,WRITEONWALL,WRITEONWALL
2708,WRONG,WRONG
2709,YAWN1,YAWN1
2710,YAWN2,YAWN2
2711,YAWN3,YAWN3
2712,YAWN4,YAWN4
2713,YAY,YAY
2714,YEAH,YEAH
2715,YEAR,YEAR
2716,YELLOW,YELLOW
2717,YES,YES
2718,YESTERDAY,YESTERDAY
2719,YOU,YOU
2720,YOUNG,YOUNG
2721,YOUR,YOUR
2722,YOURSELF,YOURSELF
2723,YOYO,YOYO
2724,YUCKY,YUCKY
2725,ZEBRA,ZEBRA
2726,ZERO,ZERO
2727,ZIPPER,ZIPPER
2728,ZOO,ZOO
2729,ZOOMIN,ZOOMIN
2730,ZOOMOFF,ZOOMOFF
